	case	comparison	SNF: FDA & CGC
205180	SC_9062	ACH-000963	0.9980062619545174
205103	SC_9062	ACH-000793	0.9980063025052355
205169	SC_9062	ACH-000927	0.9980064778204031
205113	SC_9062	ACH-000818	0.9980065468575173
205153	SC_9062	ACH-000890	0.998007168478493
204973	SC_9062	ACH-000536	0.9980072986807391
205062	SC_9062	ACH-000711	0.9980075128916742
205087	SC_9062	ACH-000766	0.9980086578726074
205173	SC_9062	ACH-000945	0.9980106164097751
205149	SC_9062	ACH-000882	0.9980113567993553
205178	SC_9062	ACH-000957	0.9980155279664034
