	case	comparison	SNF: FDA & CGC
205052	MEL-IPI_Pat123	ACH-000688	0.9979950859739306
204781	MEL-IPI_Pat123	ACH-000099	0.9979953833478974
204773	MEL-IPI_Pat123	ACH-000067	0.9979957772264284
204976	MEL-IPI_Pat123	ACH-000546	0.9979963157807553
205133	MEL-IPI_Pat123	ACH-000857	0.9979965205331551
205030	MEL-IPI_Pat123	ACH-000648	0.997996556699637
204864	MEL-IPI_Pat123	ACH-000305	0.9979966697918544
204812	MEL-IPI_Pat123	ACH-000176	0.9979968824840395
205177	MEL-IPI_Pat123	ACH-000955	0.9979985240721866
204799	MEL-IPI_Pat123	ACH-000142	0.9979995652443967
205057	MEL-IPI_Pat123	ACH-000698	0.9979999530879585
205014	MEL-IPI_Pat123	ACH-000617	0.9980000753285477
205171	MEL-IPI_Pat123	ACH-000930	0.9980007243125819
204966	MEL-IPI_Pat123	ACH-000524	0.9980016202103442
204885	MEL-IPI_Pat123	ACH-000354	0.9980038961493908
205166	MEL-IPI_Pat123	ACH-000919	0.9980044801185544
204910	MEL-IPI_Pat123	ACH-000403	0.9980045064739363
