	case	comparison	SNF: FDA & CGC
205046	MO_1410	ACH-000675	0.9979236240935654
204921	MO_1410	ACH-000429	0.9979242767691509
205183	MO_1410	ACH-000970	0.9979243054922857
205118	MO_1410	ACH-000826	0.997924661547632
205201	MO_1410	ACH-001125	0.9979251194742914
205134	MO_1410	ACH-000858	0.9979254093130994
205117	MO_1410	ACH-000825	0.9979256246706202
204797	MO_1410	ACH-000138	0.9979257639691468
205163	MO_1410	ACH-000915	0.9979257765466418
204826	MO_1410	ACH-000211	0.997925804358373
204915	MO_1410	ACH-000421	0.9979259254240136
205109	MO_1410	ACH-000810	0.9979261783857274
204817	MO_1410	ACH-000188	0.9979266923312728
205177	MO_1410	ACH-000955	0.997927175433586
204864	MO_1410	ACH-000305	0.9979275792713782
204932	MO_1410	ACH-000448	0.9979281779721114
205060	MO_1410	ACH-000704	0.9979285497145596
205167	MO_1410	ACH-000924	0.9979285777696059
205014	MO_1410	ACH-000617	0.9979290332281517
204775	MO_1410	ACH-000078	0.9979299191970136
205176	MO_1410	ACH-000951	0.9979329490640217
205107	MO_1410	ACH-000803	0.9979350936465414
204862	MO_1410	ACH-000303	0.997938531172726
205207	MO_1410	ACH-001233	0.9979399853386023
204760	MO_1410	ACH-000012	0.9979411178144225
204991	MO_1410	ACH-000571	0.9979442225605017
204786	MO_1410	ACH-000108	0.997944391394173
204809	MO_1410	ACH-000169	0.9979445303335387
205150	MO_1410	ACH-000883	0.9979486281283902
204849	MO_1410	ACH-000264	0.997949896643717
204853	MO_1410	ACH-000276	0.9979502569096805
205114	MO_1410	ACH-000819	0.9979509367377535
204870	MO_1410	ACH-000320	0.9979510464809872
204982	MO_1410	ACH-000559	0.9979515538515457
205048	MO_1410	ACH-000678	0.9979538082626143
204776	MO_1410	ACH-000082	0.997956416246197
205010	MO_1410	ACH-000613	0.9979572000996979
205074	MO_1410	ACH-000730	0.9979572320722032
205161	MO_1410	ACH-000910	0.9979578205349718
204956	MO_1410	ACH-000504	0.997959209292007
204920	MO_1410	ACH-000428	0.9979593014969674
204985	MO_1410	ACH-000562	0.9979594549439561
205059	MO_1410	ACH-000703	0.997960668884575
205169	MO_1410	ACH-000927	0.9979614046920848
205132	MO_1410	ACH-000855	0.9979614477921264
204764	MO_1410	ACH-000023	0.9979614960113553
204803	MO_1410	ACH-000148	0.9979617553893746
205111	MO_1410	ACH-000812	0.9979625199762616
